"","id","risq","NBCAV","SEXE","DATE_EER","AGE","tranche_age","PNB"
"44317",32373806,1,0.5,"F",1981-04-01,64,"60-64 ans",191.513580818889
"44318",32373807,1,1,"M",1998-09-19,34,"30-34 ans",906.633142684539
"44319",32373810,1,2.5,"M",1990-10-01,52,"50-54 ans",4760.90607993746
"44320",32373811,1,1,"F",1982-02-01,73,"70-74 ans",232.586584196938
"44321",32373812,1,0.5,"F",1972-04-01,78,"75-79 ans",235.385801854694
"44322",32373813,0,1,"F",1978-11-01,70,"70-74 ans",1267.46371167398
"44323",32373814,3,1,"F",1998-09-19,36,"35-39 ans",1323.14103767779
"44324",32373817,1,0.5,"F",1993-05-17,42,"40-44 ans",358.228824789956
"44325",32373818,1,1,"F",1985-05-01,47,"45-49 ans",676.450981045288
"44326",32373819,1,1,"M",1979-03-01,82,"80 ans et +",733.344977450803
"44327",32373820,1,1,"F",1998-09-19,42,"40-44 ans",350.984466816719
"44328",32373821,0,NA,"M",1993-09-01,48,"45-49 ans",21.1915538227417
"44329",32373822,1,0.5,"M",1986-08-01,54,"50-54 ans",241.366882473597
"44330",32373823,1,1,"F",1976-03-01,79,"75-79 ans",120.517806223764
"44331",32373824,0,0.5,"F",1991-01-01,53,"50-54 ans",99.4618117927149
"44332",32373825,1,1.1,"M",1984-12-01,44,"40-44 ans",1826.54940730372
"44333",32373826,1,1.54166666666667,"F",1991-02-01,40,"40-44 ans",198.048720396855
"44334",32373827,1,1,"M",1998-09-19,28,"28-29 ans",6.371367295405
"44335",32373828,0,NA,"F",1996-03-01,28,"28-29 ans",0.372164926548733
"44336",32373829,5,0.5,"M",1985-03-01,45,"45-49 ans",327.877379595078
"44337",32373830,1,0.5,"F",1973-01-01,68,"65-69 ans",211.874988804767
"44338",32373831,1,1,"F",1995-12-01,80,"80 ans et +",1917.89462874235
"44339",32373832,1,1,"F",1994-04-01,48,"45-49 ans",533.22316986661
"44340",32373835,0,0,"M",1985-12-01,51,"50-54 ans",0
"44341",32373839,1,1,"F",1996-12-01,87,"80 ans et +",446.515519646767
"44342",32373840,0,0.5,"F",1979-02-01,63,"60-64 ans",213.267489212494
"44343",32373841,1,0.5,"M",1983-05-01,75,"75-79 ans",349.353397910543
"44344",32373844,1,0.5,"M",1976-08-01,63,"60-64 ans",73.3963118925412
"44345",32373845,NA,NA,"F",1998-09-19,50,"50-54 ans",512.75205582
"44346",32373849,1,1,"F",1994-03-01,43,"40-44 ans",861.933659108528
"44347",32373850,1,1,"M",1976-01-01,64,"60-64 ans",1654.35829906941
"44348",32373851,0,1,"M",1998-09-19,76,"75-79 ans",537.657420475463
"44349",32373861,NA,NA,"M",1971-10-01,64,"60-64 ans",0.646304166791876
"44350",32373862,1,1,"F",1975-12-01,80,"80 ans et +",540.920073965728
"44351",32373863,1,1,"M",1998-09-19,34,"30-34 ans",518.803594606124
"44352",32373864,0,NA,"F",1984-01-01,47,"45-49 ans",0.131687558580667
"44353",32373866,0,0.5,"F",1996-02-01,65,"65-69 ans",354.240335301984
"44354",32373867,0,1,"F",1992-09-01,79,"75-79 ans",129.536273550464
"44355",32373868,1,1,"M",1981-08-01,55,"55-59 ans",290.882326313373
"44356",32373869,1,1,"F",1998-09-19,23,"23-24 ans",144.6385631981
"44357",32373871,1,1,"F",1974-03-01,89,"80 ans et +",357.138488742767
"44358",32373875,0,1,"F",1985-09-01,59,"55-59 ans",494.882666716587
"44359",32373877,1,1.5,"M",1970-01-01,70,"70-74 ans",1752.20088842718
"44360",32373878,1,1,"F",1998-09-19,29,"28-29 ans",19.4131565423138
"44361",32373881,1,1,"F",1974-04-01,58,"55-59 ans",2860.65516253535
"44362",32373883,1,1,"F",1996-07-01,33,"30-34 ans",1581.48468371182
"44363",32373886,0,NA,"F",1975-06-01,81,"80 ans et +",424.111863304786
"44364",32373888,0,1,"F",1944-05-01,101,"80 ans et +",933.04473172148
"44365",32373892,1,1,"F",1990-10-01,51,"50-54 ans",427.444567925705
"44366",32373893,1,0.5,"F",1987-08-01,44,"40-44 ans",58.4890044661004
"44367",32373895,1,1,"F",1994-02-01,47,"45-49 ans",854.174952969366
"44368",32373896,1,1.5,"M",1998-09-19,25,"25-27 ans",586.780845813343
"44369",32373898,0,0.5,"F",1982-08-01,63,"60-64 ans",418.867222114114
"44370",32373899,1,1,"F",1986-04-01,53,"50-54 ans",219.527665318117
"44371",32373902,1,1,"F",1994-06-01,19,"18-22 ans",800.038558820474
"44372",32373903,1,0.416666666666667,"F",1973-09-01,73,"70-74 ans",88.8701742007254
"44373",32373906,1,0.5,"F",1981-10-01,79,"75-79 ans",255.659239687747
"44374",32373909,0,0.5,"M",1998-09-19,39,"35-39 ans",634.403388592924
"44375",32373911,1,1,"F",1966-09-01,82,"80 ans et +",1267.78337399611
"44376",32373915,1,1,"F",1986-10-01,57,"55-59 ans",964.315621324793
"44377",32373917,1,0.5,"F",1997-03-01,81,"80 ans et +",266.941213423302
"44378",32373920,1,1.5,"F",1998-09-19,31,"30-34 ans",529.212630944694
"44379",32373921,1,1,"M",1987-11-01,62,"60-64 ans",5724.56995267019
"44380",32373923,1,1.5,"F",1993-12-01,64,"60-64 ans",1206.30552948324
"44381",32373924,1,1,"F",1998-09-21,26,"25-27 ans",258.83725096158
"44382",32373929,0,0.5,"M",1996-06-01,33,"30-34 ans",509.125883134211
"44383",32373932,1,0.5,"F",1973-07-01,64,"60-64 ans",527.261274338428
"44384",32373933,1,1,"F",1988-05-01,70,"70-74 ans",173.234597551306
"44385",32373934,1,1,"F",1981-07-01,75,"75-79 ans",199.645871401832
"44386",32373938,1,1,"M",1996-09-01,38,"35-39 ans",535.371905215513
"44387",32373940,1,1,"F",1986-10-01,46,"45-49 ans",306.557664576774
"44388",32373941,0,NA,"F",1996-06-01,36,"35-39 ans",0.23283065876705
"44389",32373943,1,0.5,"F",1984-10-01,51,"50-54 ans",506.769705507804
"44390",32373944,1,1.5,"M",1995-01-01,26,"25-27 ans",320.196600429247
"44391",32373945,1,1,"F",1987-10-01,61,"60-64 ans",298.593252528504
"44392",32373946,1,1,"F",1998-09-19,30,"30-34 ans",369.27278615534
"44393",32373949,1,2,"F",1991-05-01,44,"40-44 ans",2140.93769394274
"44394",32373950,1,0.5,"M",1992-05-01,73,"70-74 ans",288.180141109177
"44395",32373952,1,1,"F",1963-08-01,81,"80 ans et +",3120.48111442793
"44396",32373953,NA,NA,"F",1998-09-17,16,"16-17 ans",11.3283403062277
"44397",32373954,1,1,"F",1996-09-01,81,"80 ans et +",465.923227623201
"44398",32373955,1,1,"M",1995-08-01,38,"35-39 ans",295.881675149961
"44399",32373957,1,0.5,"M",1992-06-01,90,"80 ans et +",217.435247008853
"44400",32373958,0,NA,"F",1987-05-27,52,"50-54 ans",0.0297074735546
"44401",32373960,1,1.5,"F",1990-06-01,67,"65-69 ans",2257.64857478498
"44402",32373961,1,1.20833333333333,"M",1995-09-01,34,"30-34 ans",483.999267121528
"44403",32373962,1,0.5,"M",1971-02-01,78,"75-79 ans",170.106850426132
"44404",32373966,1,0.5,"F",1994-09-01,46,"45-49 ans",1011.24584318186
"44405",32373967,1,1,"F",1990-01-01,38,"35-39 ans",280.38620258136
"44406",32373968,1,0.5,"M",1973-01-01,63,"60-64 ans",1259.4228356598
"44407",32373971,1,1,"F",1981-05-01,57,"55-59 ans",258.079396008884
"44408",32373975,NA,NA,"M",1940-01-01,90,"80 ans et +",369.040900048155
"44409",32373976,1,0.5,"F",1992-05-01,46,"45-49 ans",155.779587124503
"44410",32373977,1,1,"M",1993-01-01,64,"60-64 ans",204.998756496452
"44411",32373980,3,0.5,"F",1998-09-19,29,"28-29 ans",836.509826572046
"44412",32373982,1,2.5,"M",1990-01-01,35,"35-39 ans",478.180784308366
"44413",32373983,1,1,"F",1983-12-01,85,"80 ans et +",1313.26966279491
"44414",32373985,1,1,"M",1998-09-19,32,"30-34 ans",318.127045616789
"44415",32373988,1,1.5,"M",1994-07-01,35,"35-39 ans",1556.62966496674
"44416",32373989,0,NA,"M",1998-09-19,41,"40-44 ans",0.193007222536667
"44417",32373990,2,0.5,"F",1996-02-01,46,"45-49 ans",129.233606620548
"44418",32373994,1,1,"M",1998-09-19,34,"30-34 ans",1648.87977359898
"44419",32373995,1,0.5,"F",1991-05-01,73,"70-74 ans",596.451304613511
"44420",32373998,1,1,"M",1995-02-01,35,"35-39 ans",55.4285617434092
"44421",32374001,1,1,"M",1982-07-01,48,"45-49 ans",361.51812889832
"44422",32374003,1,1,"F",1989-04-01,82,"80 ans et +",115.676660636936
"44423",32374004,1,0.5,"F",1978-08-01,64,"60-64 ans",437.37418586918
"44424",32374006,1,1,"F",1998-09-21,28,"28-29 ans",391.592196056533
"44425",32374007,1,0.5,"F",1992-02-01,83,"80 ans et +",1928.3837406796
"44426",32374009,1,1.5,"F",1987-06-01,66,"65-69 ans",378.289445704456
"44427",32374010,1,1,"F",1988-04-01,84,"80 ans et +",169.364067256056
"44428",32374011,1,0.5,"F",1998-09-21,36,"35-39 ans",266.892318090346
"44429",32374015,1,1,"F",1980-11-01,56,"55-59 ans",135.767183048925
"44430",32374018,1,1,"F",1970-12-01,66,"65-69 ans",200.593908829743
"44431",32374020,3,1,"F",1978-01-01,73,"70-74 ans",318.479565327177
"44432",32374022,1,0.5,"F",1992-06-01,53,"50-54 ans",125.245151172109
"44433",32374023,1,1,"M",1991-07-01,75,"75-79 ans",32.0244778724521
"44434",32374024,1,1,"F",1990-12-01,53,"50-54 ans",496.430595599385
"44435",32374025,NA,NA,"F",1998-09-21,36,"35-39 ans",512.75205582
"44436",32374028,1,1,"F",1980-11-01,50,"50-54 ans",196.759466518823
"44437",32374033,1,1,"M",1985-10-01,86,"80 ans et +",1086.31494171436
"44438",32374036,1,0.5,"M",1976-07-01,69,"65-69 ans",1034.64549836358
"44439",32374037,1,0.5,"F",1982-03-01,51,"50-54 ans",152.487364420836
"44440",32374038,1,1,"F",1976-05-01,53,"50-54 ans",304.467168167967
"44441",32374042,1,1.5,"M",1987-09-10,47,"45-49 ans",1610.63751211847
"44442",32374043,1,0.5,"F",1983-02-01,82,"80 ans et +",1008.2928144717
"44443",32374044,1,0.5,"F",1989-12-01,78,"75-79 ans",641.622441747072
"44444",32374045,1,1,"F",1967-10-01,79,"75-79 ans",95.6069087296298
"44445",32374048,0,NA,"F",1998-09-21,36,"35-39 ans",18.0848418468703
"44446",32374050,1,1,"M",1977-08-01,64,"60-64 ans",2567.92927838778
"44447",32374051,1,1,"F",1980-11-01,56,"55-59 ans",79.2909171896937
"44448",32374052,1,0.5,"F",1988-05-01,43,"40-44 ans",890.031189660553
"44449",32374053,1,1,"F",1992-04-01,70,"70-74 ans",234.919192507755
"44450",32374055,1,0.5,"F",1972-11-01,62,"60-64 ans",265.423474572185
"44451",32374057,1,0.5,"F",1993-06-01,68,"65-69 ans",360.234035609286
"44452",32374062,1,1.5,"F",1980-03-01,78,"75-79 ans",525.605367792643
"44453",32374066,1,0.5,"F",1973-10-01,62,"60-64 ans",200.548025202799
"44454",32374067,1,0.5,"F",1971-06-01,63,"60-64 ans",211.528575602762
"44455",32374071,1,1,"F",1982-05-01,67,"65-69 ans",315.507118560614
"44456",32374073,0,0.5,"M",1990-08-01,62,"60-64 ans",59.5234303705638
"44457",32374077,1,1.5,"M",1992-03-01,60,"60-64 ans",1582.38259937498
"44458",32374078,1,1,"F",1964-12-01,74,"70-74 ans",569.057181965883
"44459",32374082,1,1,"M",1990-11-01,54,"50-54 ans",593.66233199674
"44460",32374085,1,0.5,"M",1991-05-01,57,"55-59 ans",216.607255510275
"44461",32374086,1,1,"F",1971-06-01,70,"70-74 ans",1631.11472960469
"44462",32374087,0,1,"F",1987-02-01,80,"80 ans et +",954.58711234398
"44463",32374088,1,0.5,"M",1971-06-01,71,"70-74 ans",325.868198978305
"44464",32374089,1,0.5,"F",1981-10-01,54,"50-54 ans",7.06004763123668
"44465",32374090,1,0.5,"M",1973-03-01,67,"65-69 ans",143.244377497216
"44466",32374091,1,1,"F",1996-12-01,80,"80 ans et +",437.916939361502
"44467",32374092,1,1,"M",1990-08-01,40,"40-44 ans",805.565054574804
"44468",32374094,0,NA,"F",1996-03-01,31,"30-34 ans",0.32821429583025
"44469",32374096,0,2,"M",1985-02-01,50,"50-54 ans",6833.21680049828
"44470",32374097,1,1,"M",1987-12-01,54,"50-54 ans",1695.44310681437
"44471",32374099,1,1,"M",1998-09-21,33,"30-34 ans",101.402075608356
"44472",32374101,NA,NA,"M",1994-12-01,43,"40-44 ans",2.55208690815236
"44473",32374102,0,NA,"F",1996-03-01,17,"16-17 ans",1096.48432719657
"44474",32374103,0,0.5,"F",1995-08-01,54,"50-54 ans",162.467715351277
"44475",32374104,2,1,"M",1998-09-21,32,"30-34 ans",891.302068012218
"44476",32374105,1,0.5,"M",1973-06-01,60,"60-64 ans",73.3017172535891
"44477",32374109,1,0.5,"M",1990-05-01,54,"50-54 ans",6.39639705952526
"44478",32374110,1,1,"F",1994-02-01,33,"30-34 ans",780.032723475314
"44479",32374113,1,0.5,"M",1997-01-01,74,"70-74 ans",14.2346340030073
"44480",32374114,1,1,"M",1998-09-19,40,"40-44 ans",346.335874989958
"44481",32374115,1,1.5,"M",1985-07-01,45,"45-49 ans",150.957601692338
"44482",32374119,1,1,"F",1998-09-19,44,"40-44 ans",189.878661920644
"44483",32374120,0,NA,"F",1993-11-01,19,"18-22 ans",1872.77337018078
"44484",32374121,1,1,"M",1975-09-01,52,"50-54 ans",39.9095433765671
"44485",32374123,1,0.5,"F",1991-08-01,46,"45-49 ans",91.1521816761666
"44486",32374127,1,1,"M",1996-03-01,52,"50-54 ans",1510.98112762486
"44487",32374128,1,1,"F",1987-07-01,71,"70-74 ans",600.008124682462
"44488",32374129,0,NA,"F",1993-11-01,18,"18-22 ans",1873.1557625174
"44489",32374130,1,1,"M",1998-09-21,29,"28-29 ans",701.682523644165
"44490",32374131,1,0.5,"F",1987-04-01,56,"55-59 ans",110.619471567034
"44491",32374132,1,0.5,"M",1965-10-01,79,"75-79 ans",238.867379970843
"44492",32374133,0,NA,"F",1998-09-19,64,"60-64 ans",0
"44493",32374135,0,NA,"M",1996-09-01,34,"30-34 ans",0.248753111305583
"44494",32374140,3,1,"F",1986-12-01,60,"60-64 ans",1160.77041391466
"44495",32374141,0,0.5,"F",1991-10-01,43,"40-44 ans",1965.65175866326
"44496",32374142,0,NA,"F",1987-09-01,57,"55-59 ans",0.004296282188
"44497",32374143,1,0.5,"F",1982-05-01,52,"50-54 ans",1045.7743233954
"44498",32374145,1,1.5,"F",1984-06-01,56,"55-59 ans",119.679661299103
"44499",32374146,1,0.5,"F",1974-11-01,71,"70-74 ans",95.5063164609557
"44500",32374147,1,0.5,"F",1987-07-01,57,"55-59 ans",168.319120018968
"44501",32374149,1,2,"F",1987-01-01,61,"60-64 ans",3905.94184001982
"44502",32374150,2,1,"M",1998-09-07,47,"45-49 ans",839.300010707241
"44503",32374151,2,0.5,"F",1991-11-01,61,"60-64 ans",545.325609853508
"44504",32374152,1,1,"M",1973-07-01,59,"55-59 ans",629.897374537706
"44505",32374153,1,1,"F",1994-06-01,36,"35-39 ans",236.341336864703
"44506",32374156,1,1,"M",1995-08-01,32,"30-34 ans",1480.42852110455
"44507",32374157,1,1,"M",1994-02-01,30,"30-34 ans",337.356998255507
"44508",32374158,0,1,"F",1990-02-01,42,"40-44 ans",156.094657351071
"44509",32374162,1,1,"M",1996-09-01,36,"35-39 ans",2452.71732087287
"44510",32374163,1,0.5,"M",1987-11-30,55,"55-59 ans",201.106690087827
"44511",32374166,1,0.5,"M",1992-07-01,66,"65-69 ans",85.6984442863473
"44512",32374168,1,1,"F",1976-05-01,57,"55-59 ans",640.147391362923
"44513",32374169,1,0.5,"M",1987-05-01,51,"50-54 ans",154.468584211025
"44514",32374170,1,0.5,"F",1969-11-01,84,"80 ans et +",627.667439229418
"44515",32374173,1,0.5,"M",1979-09-01,52,"50-54 ans",232.779909111617
"44516",32374175,1,0.5,"F",1982-05-01,49,"45-49 ans",360.951015205063
"44517",32374179,1,0.5,"M",1988-09-01,59,"55-59 ans",348.703414381186
"44518",32374180,0,NA,"F",1998-09-21,17,"16-17 ans",26.6071632345548
"44519",32374184,1,1,"F",1998-09-21,60,"60-64 ans",336.660638584568
"44520",32374185,0,1,"M",1994-10-01,40,"40-44 ans",20.587813510205
"44521",32374186,1,1,"F",1984-11-16,46,"45-49 ans",2156.26307480706
"44522",32374188,1,0.5,"F",1990-01-01,57,"55-59 ans",160.563178622731
"44523",32374191,1,2.04166666666667,"M",1998-09-21,55,"55-59 ans",827.124211350431
"44524",32374194,1,1,"F",1959-08-01,78,"75-79 ans",887.182349324565
"44525",32374196,1,0.5,"F",1998-09-21,49,"45-49 ans",171.539920372035
"44526",32374199,2,1,"F",1975-03-01,66,"65-69 ans",384.029023725502
"44527",32374202,1,0.5,"M",1976-12-01,75,"75-79 ans",212.155746844332
"44528",32374204,1,0.5,"F",1982-01-01,62,"60-64 ans",361.491910341968
"44529",32374205,1,0.5,"M",1998-09-21,51,"50-54 ans",648.603546114364
"44530",32374206,1,1,"F",1984-12-01,57,"55-59 ans",1053.4019513082
"44531",32374207,1,0.5,"M",1990-02-01,60,"60-64 ans",278.018228595626
"44532",32374208,0,0.5,"F",1982-05-01,48,"45-49 ans",22.900984244728
"44533",32374209,1,0.5,"F",1998-09-21,46,"45-49 ans",592.063541191328
"44534",32374210,0,0.416666666666667,"F",1996-12-01,54,"50-54 ans",255.676270860494
"44535",32374212,1,2,"M",1990-01-01,31,"30-34 ans",386.913872286538
"44536",32374213,1,1,"M",1998-09-21,32,"30-34 ans",460.412366476396
"44537",32374214,NA,NA,"F",1995-10-01,64,"60-64 ans",161.020962191124
"44538",32374216,1,0.5,"M",1975-10-01,57,"55-59 ans",410.564269845278
"44539",32374217,0,1.5,"M",1996-06-01,36,"35-39 ans",1366.89040153454
"44540",32374220,1,1,"F",1986-04-01,80,"80 ans et +",722.669513133256
"44541",32374223,0,0.5,"M",1976-09-01,63,"60-64 ans",445.644350071351
"44542",32374225,1,0.5,"M",1994-12-01,39,"35-39 ans",345.136038410543
"44543",32374229,1,0.5,"F",1900-01-01,67,"65-69 ans",237.769466201136
"44544",32374230,2,1,"F",1990-01-01,35,"35-39 ans",1398.76360275322
"44545",32374231,1,0.5,"F",1945-12-01,71,"70-74 ans",480.893467845599
"44546",32374233,1,0.833333333333333,"M",1998-09-19,18,"18-22 ans",44.1186934892843
"44547",32374235,1,0.5,"M",1990-07-01,39,"35-39 ans",532.374722118735
"44548",32374236,1,1,"M",1978-07-01,60,"60-64 ans",1818.9102405245
"44549",32374237,1,0.5,"F",1980-10-01,54,"50-54 ans",491.653596096477
"44550",32374239,0,0,"F",1998-09-19,17,"16-17 ans",36.7941144404478
"44551",32374242,1,0.5,"F",1962-07-01,77,"75-79 ans",1470.03738661248
"44552",32374244,NA,0.583333333333333,"F",1997-01-01,74,"70-74 ans",27.3264947863149
"44553",32374245,1,0.5,"M",1968-12-01,79,"75-79 ans",45.5847364666196
"44554",32374247,NA,0.333333333333333,"F",1977-08-01,85,"80 ans et +",36.1737664443227
"44555",32374248,1,0.5,"M",1981-06-01,92,"80 ans et +",532.59374267608
"44556",32374249,1,1,"F",1991-10-01,44,"40-44 ans",993.556113509666
"44557",32374252,1,1,"F",1985-03-01,71,"70-74 ans",167.039117816877
"44558",32374255,1,1,"F",1990-05-01,42,"40-44 ans",294.282832031628
"44559",32374256,NA,0.291666666666667,"F",1995-11-01,75,"75-79 ans",39.7587648162268
"44560",32374257,NA,0.0833333333333333,"F",1981-11-01,79,"75-79 ans",3.7666340570825
"44561",32374258,0,NA,"F",1986-10-01,84,"80 ans et +",370.807183841836
"44562",32374262,1,0.5,"M",1988-12-01,48,"45-49 ans",257.112908941184
"44563",32374268,NA,NA,"M",1971-04-01,64,"60-64 ans",23.347117608706
"44564",32374269,1,1.5,"M",1993-09-01,55,"55-59 ans",674.104100037909
"44565",32374272,1,0.5,"M",1987-07-01,71,"70-74 ans",125.211635437792
"44566",32374275,1,0.5,"M",1993-02-01,75,"75-79 ans",399.058454280626
"44567",32374282,0,0,"F",1965-01-01,75,"75-79 ans",50.1794617981053
"44568",32374286,1,1,"F",1993-12-01,42,"40-44 ans",106.467586255891
"44569",32374288,0,NA,"M",1998-09-01,50,"50-54 ans",6.2771987457
"44570",32374289,1,1,"F",1970-05-01,63,"60-64 ans",182.243100170651
"44571",32374290,3,0.5,"F",1986-12-01,64,"60-64 ans",388.236352694056
"44572",32374292,0,NA,"F",1971-03-01,88,"80 ans et +",24.0796828065628
"44573",32374296,1,1,"F",1987-03-01,62,"60-64 ans",414.988119165571
"44574",32374297,1,0.5,"M",1989-06-01,41,"40-44 ans",508.184060081466
"44575",32374299,5,0.5,"F",1985-05-01,44,"40-44 ans",300.354465845884
"44576",32374300,2,1,"F",1990-08-01,42,"40-44 ans",934.00581156195
"44577",32374303,1,0.5,"F",1992-12-01,86,"80 ans et +",9.31869851766
"44578",32374304,0,1.75,"F",1994-10-01,43,"40-44 ans",2595.60506053955
"44579",32374306,0,NA,"M",1972-09-01,101,"80 ans et +",3.80161299194988
"44580",32374307,1,1,"F",1998-09-21,34,"30-34 ans",112.110974188551
"44581",32374309,1,0.5,"M",1983-03-01,53,"50-54 ans",53.8223090348881
"44582",32374310,1,0.5,"M",1972-12-01,64,"60-64 ans",402.424117460329
"44583",32374314,1,0.5,"F",1984-12-01,70,"70-74 ans",90.7385235293373
"44584",32374315,1,1.5,"M",1977-09-01,68,"65-69 ans",465.83856208502
"44585",32374316,1,1,"F",1987-06-04,45,"45-49 ans",150.082518492956
"44586",32374318,1,1,"F",1998-09-21,33,"30-34 ans",156.520504031212
"44587",32374319,1,1,"F",1976-11-01,87,"80 ans et +",874.181400978554
"44588",32374321,1,1,"F",1983-03-14,51,"50-54 ans",420.07811217198
"44589",32374324,1,1,"F",1989-09-01,64,"60-64 ans",1421.99943683316
"44590",32374325,1,1.5,"F",1975-12-01,88,"80 ans et +",234.889259130617
"44591",32374327,1,0.791666666666667,"F",1987-01-01,63,"60-64 ans",316.541671581464
"44592",32374331,2,0.5,"M",1995-06-01,38,"35-39 ans",241.851810080259
"44593",32374341,2,1,"F",1998-09-21,33,"30-34 ans",318.063284176964
"44594",32374342,0,0.5,"F",1989-02-01,52,"50-54 ans",626.467122529913
"44595",32374345,1,0.5,"F",1985-01-01,54,"50-54 ans",626.812552412191
"44596",32374347,1,0.5,"F",1998-09-21,38,"35-39 ans",402.134989070976
"44597",32374348,1,0.5,"F",1990-07-01,85,"80 ans et +",195.955698861691
"44598",32374349,1,3,"M",1994-07-01,31,"30-34 ans",1898.63491054277
"44599",32374350,1,0.5,"F",1978-12-01,54,"50-54 ans",622.652169209177
"44600",32374353,1,2,"F",1987-07-01,55,"55-59 ans",302.915302128755
"44601",32374357,1,0.5,"M",1984-02-01,68,"65-69 ans",574.458109307798
"44602",32374359,2,1,"F",1998-09-19,35,"35-39 ans",158.539245641769
"44603",32374360,1,1,"M",1984-10-01,45,"45-49 ans",864.962204202421
"44604",32374363,0,0.5,"M",1995-12-01,44,"40-44 ans",87.7905245164869
"44605",32374364,1,0.5,"M",1981-10-01,70,"70-74 ans",535.066562842254
"44606",32374365,1,1,"F",1975-06-01,59,"55-59 ans",207.669182966812
"44607",32374366,1,1,"F",1974-06-01,55,"55-59 ans",578.538867602364
"44608",32374368,1,0.5,"F",1968-12-01,78,"75-79 ans",1224.42812062007
"44609",32374369,5,1,"F",1997-03-01,48,"45-49 ans",36.8028239218156
"44610",32374370,0,0.5,"M",1968-06-01,73,"70-74 ans",46.2768935011929
"44611",32374372,3,1,"F",1995-09-01,57,"55-59 ans",3413.34021210639
"44612",32374375,4,1.5,"F",1995-06-01,34,"30-34 ans",197.864178061007
"44613",32374382,NA,NA,"M",1994-09-01,51,"50-54 ans",-1.06765290096807
"44614",32374383,2,1,"M",1998-09-19,32,"30-34 ans",41.3385033784959
"44615",32374384,1,1,"F",1997-01-01,35,"35-39 ans",133.843336394192
"44616",32374387,1,1.5,"M",1990-11-01,51,"50-54 ans",938.974158324924
"44617",32374388,NA,NA,"M",1995-05-01,54,"50-54 ans",512.75205582
"44618",32374392,0,NA,"M",1981-08-01,55,"55-59 ans",3.04815774899372
"44619",32374393,2,1,"M",1998-09-15,60,"60-64 ans",575.08443816696
"44620",32374395,2,1,"M",1988-06-01,53,"50-54 ans",429.186236456994
"44621",32374398,0,1,"F",1986-04-01,59,"55-59 ans",187.830937714517
"44622",32374399,1,1,"F",1977-01-01,83,"80 ans et +",546.493108791997
"44623",32374400,1,0.5,"M",1990-08-01,40,"40-44 ans",472.113214232947
"44624",32374406,0,NA,"F",1991-04-01,26,"25-27 ans",0.0605361933083833
"44625",32374409,NA,0.0833333333333333,"F",1990-01-01,59,"55-59 ans",418.953878160629
"44626",32374410,1,1,"F",1991-04-01,22,"18-22 ans",113.339920211505
"44627",32374413,1,0.5,"M",1990-01-01,62,"60-64 ans",-23.4182378130075
"44628",32374414,1,1,"M",1989-03-01,51,"50-54 ans",1426.8559190951
"44629",32374416,0,NA,"F",1996-10-01,68,"65-69 ans",0.1101707651554
"44630",32374417,1,1.5,"M",1993-06-01,27,"25-27 ans",193.709241149328
"44631",32374422,1,1.20833333333333,"M",1999-01-06,33,"30-34 ans",664.86273586683
"44632",32374423,1,0.5,"F",1969-12-01,66,"65-69 ans",506.924085123781
"44633",32374424,1,1,"M",1974-07-01,71,"70-74 ans",3391.72900810143
"44634",32374426,1,0.5,"M",1990-03-01,44,"40-44 ans",251.722711390633
"44635",32374428,NA,NA,"F",1992-09-01,50,"50-54 ans",86.3584087527656
"44636",32374430,0,1.08333333333333,"M",1998-09-19,31,"30-34 ans",363.689421272476
"44637",32374431,1,1,"F",1995-09-01,34,"30-34 ans",511.806159986402
"44638",32374433,1,1,"F",1995-12-01,62,"60-64 ans",351.898650847311
"44639",32374434,1,1.5,"M",1998-09-19,29,"28-29 ans",946.387051453179
"44640",32374436,1,0.5,"F",1996-06-01,88,"80 ans et +",9.46425485129629
"44641",32374438,1,1.08333333333333,"M",1998-09-19,23,"23-24 ans",238.948663048475
"44642",32374439,1,0.5,"F",1996-06-01,44,"40-44 ans",167.384974900009
"44643",32374440,1,0.5,"M",1992-02-01,56,"55-59 ans",928.161303816328
"44644",32374443,NA,0,"M",1998-09-19,58,"55-59 ans",0
"44645",32374446,1,1,"M",1986-08-01,46,"45-49 ans",1701.09867087451
"44646",32374447,1,1,"M",1986-12-01,66,"65-69 ans",459.879102263455
"44647",32374448,NA,0,"F",1998-09-19,55,"55-59 ans",0
"44648",32374449,1,1,"M",1992-10-01,56,"55-59 ans",1252.91747455614
"44649",32374450,1,1,"F",1996-03-01,31,"30-34 ans",45.4908170901537
"44650",32374452,1,1,"M",1984-03-01,54,"50-54 ans",202.717270259022
"44651",32374453,1,0.5,"F",1983-11-01,63,"60-64 ans",145.009397462038
"44652",32374454,1,1,"F",1998-09-19,37,"35-39 ans",144.371929976129
"44653",32374456,1,1,"M",1996-04-01,24,"23-24 ans",760.146219403396
"44654",32374457,1,0.5,"M",1979-01-01,81,"80 ans et +",654.020658574236
"44655",32374460,1,0.5,"F",1971-06-01,87,"80 ans et +",175.585781979746
"44656",32374461,1,0.5,"M",1972-02-01,83,"80 ans et +",143.972905924844
"44657",32374462,1,1,"F",1987-12-01,69,"65-69 ans",1739.28362796205
"44658",32374463,1,1,"M",1986-08-13,44,"40-44 ans",448.75052627179
"44659",32374464,1,1,"F",1989-10-01,49,"45-49 ans",423.713274224133
"44660",32374468,NA,NA,"F",1996-01-01,27,"25-27 ans",0.829859779865767
